id_user,id_business,review_rating,review_date,id,year,processed_text,sentiment
206694,0x88f5a178d51075bd:0x85daa2b989c538c,3,2018-03-31 17:30:56.377,17,2018,okaverage sushi place convenient walking distance service hit miss menu far sushi go need work w greater variety many roll stem california roll base build decent draft bottle beer list much better sushi spot unique appetizer well tweak place could good inside decor nice seems like often good jazz playing background music,POSITIVE
211990,0x88f5a178d51075bd:0x85daa2b989c538c,1,2018-10-17 21:32:38.008,18,2018,closed drove way try closed,POSITIVE
213860,0x88f5a178d51075bd:0x85daa2b989c538c,5,2018-03-18 17:57:57.725,19,2018,love placeomg got roll taste im hooked,POSITIVE
216904,0x88f5a178d51075bd:0x85daa2b989c538c,4,2018-05-03 04:27:01.328,20,2018,good food,POSITIVE
217735,0x88f5a178d51075bd:0x85daa2b989c538c,5,2018-04-29 11:24:09.438,21,2018,super friendly staff great sushi roll try marine boy,POSITIVE
219981,0x88f5a178d51075bd:0x85daa2b989c538c,5,2018-05-15 19:20:10.856,22,2018,back awesome service food,POSITIVE
225020,0x88f5a178d51075bd:0x85daa2b989c538c,5,2018-06-06 13:54:31.319,25,2018,really nice atmosphere good great,POSITIVE
227457,0x88f5a178d51075bd:0x85daa2b989c538c,5,2017-12-26 19:01:24.686,26,2017,wonderful food,POSITIVE
233740,0x88f5a178d51075bd:0x85daa2b989c538c,4,2017-10-08 23:57:09.062,28,2017,sushi machine great tokyo tower delicious poke bowl really tasty decor fun patio really nice cant wait go back try sushi,POSITIVE
238011,0x88f5a178d51075bd:0x85daa2b989c538c,4,2017-12-17 01:25:14.412,29,2017,good sushi good value nice sitting love tokyo tower regular sushi dinner,POSITIVE
241370,0x88f5a178d51075bd:0x85daa2b989c538c,2,2018-09-03 00:23:53.700,31,2018,service good got food poisoning food,NEGATIVE
242935,0x88f5a178d51075bd:0x85daa2b989c538c,1,2018-02-14 22:01:10.711,32,2018,close listed hour operation might want call first,NEGATIVE
251934,0x88f5a178d51075bd:0x85daa2b989c538c,3,2018-08-10 13:44:25.493,34,2018,sushi good service good,POSITIVE
261531,0x88f5a178d51075bd:0x85daa2b989c538c,5,2018-04-01 23:05:55.777,36,2018,great sushi,POSITIVE
262288,0x88f5a178d51075bd:0x85daa2b989c538c,5,2018-09-11 19:24:26.194,37,2018,fabulous fresh,POSITIVE
262364,0x88f5a178d51075bd:0x85daa2b989c538c,4,2017-09-29 11:36:13.344,38,2017,nice addition neighborhood,POSITIVE
272977,0x88f5a178d51075bd:0x85daa2b989c538c,5,2017-09-10 05:58:30.316,40,2017,deconstructed crab rangoon milky way shrimp mission impossible roll came friend wasnt immediately sure make japanesemexicanhawaiian theme blown away appetizer roll everything delicious service impeccable wait staff generally embodied aesthetic letting trouble slip away good food impressed,POSITIVE
275215,0x88f5a178d51075bd:0x85daa2b989c538c,5,2018-05-12 21:59:58.716,41,2018,delicious refreshing food great service atmosphere,POSITIVE
277491,0x88f5a178d51075bd:0x85daa2b989c538c,5,2017-10-13 04:40:32.297,42,2017,excellent sushi friendly service portion large fish fresh,POSITIVE
285368,0x88f5a178d51075bd:0x85daa2b989c538c,5,2018-09-01 16:33:13.766,43,2018,soft spot cozy asian restaurant,POSITIVE
288316,0x88f5a178d51075bd:0x85daa2b989c538c,5,2018-01-27 23:33:05.377,44,2018,food spectacular,POSITIVE
308257,0x88f5a178d51075bd:0x85daa2b989c538c,5,2017-12-10 02:44:19.972,47,2017,sushi excellent,POSITIVE
318744,0x88f5a178d51075bd:0x85daa2b989c538c,5,2018-08-20 14:20:13.238,48,2018,love,POSITIVE
335783,0x88f5a178d51075bd:0x85daa2b989c538c,5,2018-11-09 18:25:26.595,50,2018,honesttrue sushi machine restaurant new owner called spicy japan review sushi machine hopefully spicy japan turn great original review tell truth know everyones experience going every time go sushi machine absolutely wonderful one favorite place eat service always great food always point cant say enough decor restaurant reason last week friday tried dinner sushi machine closed say closed rebranding renovation back open october st november st according letter door restaurant besides go sushi machine disappointed attached review actually picture bento box sister wanted lick plate,NEGATIVE
335784,0x88f5a178d51075bd:0x85daa2b989c538c,5,2017-10-08 02:15:05.405,51,2017,sushi nacho awesome really wanted get burrito played safe tuna poke bowl essentially everything burrito bowl form flavor worked well together imagine burrito form would tasty pricing pretty fair service great plan making another trip back,NEGATIVE
335785,0x88f5a178d51075bd:0x85daa2b989c538c,5,2018-01-12 17:36:15.293,52,2018,ive several time say food consistently phenomenal sushi rice lightly seasoned spicy salmon poke bowl lettuce favorite takoyaki superb well crisp outside soft moist internally people work quick polite well ian server good,POSITIVE
335786,0x88f5a178d51075bd:0x85daa2b989c538c,5,2017-11-22 18:11:16.719,53,2017,amazing food good plum wine good like sweet wine nice friendly love atmosphere go,POSITIVE
335787,0x88f5a178d51075bd:0x85daa2b989c538c,5,2018-04-03 16:08:02.280,54,2018,freshest taste venus sushi burrito amazing thing ive eaten forever great place sit outside eat friend great atmosphere,POSITIVE
335788,0x88f5a178d51075bd:0x85daa2b989c538c,5,2018-03-28 21:29:10.800,55,2018,great place sit quick bite sushi bar plenty table ive sashimi udon appetizer good recommend sure,POSITIVE
335789,0x88f5a178d51075bd:0x85daa2b989c538c,5,2017-10-22 12:15:12.481,56,2017,great staff friendly sushi excellent reasonably priced sushi,POSITIVE
335790,0x88f5a178d51075bd:0x85daa2b989c538c,5,2018-01-03 16:27:54.430,57,2018,pretty good waitress notice sick brought hot water lemon thank awesome food caring,POSITIVE
335791,0x88f5a178d51075bd:0x85daa2b989c538c,4,2018-09-13 17:29:40.382,58,2018,good sushi serve pretty limited akagai uni even season,POSITIVE
335792,0x88f5a178d51075bd:0x85daa2b989c538c,5,2018-03-24 15:23:56.167,59,2018,delicious really great service lavender blueberry sake drink yummy,POSITIVE
335793,0x88f5a178d51075bd:0x85daa2b989c538c,4,2018-06-12 02:01:42.382,60,2018,good attention delicious plate little bit expensive,POSITIVE
335794,0x88f5a178d51075bd:0x85daa2b989c538c,5,2017-10-14 02:21:00.586,61,2017,husband came date night amazing highly recommend tokyo tower appetizer tiger roll hand rolled spicy tuna ke salmon ke salmon nigiri,POSITIVE
335795,0x88f5a178d51075bd:0x85daa2b989c538c,5,2018-04-12 11:13:30.021,62,2018,love atmosphere food great place traditional japanese food youre looking try something newdifferent id definitely recommend,POSITIVE
335796,0x88f5a178d51075bd:0x85daa2b989c538c,5,2017-09-20 22:31:59.933,63,2017,tokyo tower amazing went dinner eaten lot sushi far favorite friendly staff clean,POSITIVE
335797,0x88f5a178d51075bd:0x85daa2b989c538c,5,2018-07-29 01:25:38.020,64,2018,great food atmosphere,POSITIVE
335798,0x88f5a178d51075bd:0x85daa2b989c538c,5,2018-06-21 02:49:15.447,65,2018,great food atmosphere,POSITIVE
335799,0x88f5a178d51075bd:0x85daa2b989c538c,5,2017-09-29 22:07:53.538,66,2017,amazing food environment service,POSITIVE
335800,0x88f5a178d51075bd:0x85daa2b989c538c,5,2018-08-14 00:56:15.579,67,2018,excellent,POSITIVE
335801,0x88f5a178d51075bd:0x85daa2b989c538c,5,2017-11-16 10:47:50.104,68,2017,good food,POSITIVE
1,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,3,2019-05-30 01:50:43.414,78,2019,good used still acceptable chinese food,POSITIVE
198947,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2018-05-14 21:09:03.483,81,2018,tried many place place best papaya salad lao style,NEGATIVE
200029,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,4,2019-11-09 23:33:54.770,82,2019,great food service,POSITIVE
200352,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,4,2019-10-09 23:18:37.720,83,2019,great dessert place esp late night sticky mango rice come cool cup dessert good didnt find anything didnt like,POSITIVE
203816,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,3,2015-07-05 14:01:55.188,84,2015,overall pleasant family restaurant average thai food didnt try chinese food would guess better thai food thai food bland spring roll chicken coconut soup mango sticky rice flair meal order mistake waitresschef could get order right end sorted credit given bill still food wasnt gross ate massaman curry probably would come back considering vast amount ethnic cuisine area offer much better quality food yet open july th everyone else closed need thai food dont scared order keep expectation average,NEGATIVE
204509,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2018-08-28 11:00:48.522,85,2018,always great service make vegan accomodations,POSITIVE
206553,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2014-07-29 03:08:00.701,87,2014,love place,POSITIVE
209132,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,4,2017-11-25 22:57:18.753,88,2017,one favorite chinese spot area consistently good food pleasant clean atmosphere im normally little skeptical place serve different cuisine offer chinese thai dish place well go lunch get food door easily minute lunch special great bargain,POSITIVE
209319,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2018-12-28 21:21:03.659,89,2018,lkk james good place go eat,POSITIVE
217691,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2013-12-18 23:59:42.889,90,2013,favorite local cuisine order around week get craving red curry highly recommend place ive never dined staff always extremely kind,POSITIVE
217724,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,4,2016-05-18 15:55:18.640,91,2016,great food,POSITIVE
218077,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,4,2016-12-16 20:15:31.868,92,2016,ive good experience food service,POSITIVE
219237,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2019-05-10 16:59:41.379,93,2019,clean good food,POSITIVE
220440,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2017-12-17 00:36:30.320,94,2017,clean far best chicken lo mein ive gwinnett area highly recommend place,POSITIVE
223925,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,3,2016-01-29 16:10:15.114,95,2016,good food clean service awefulllll,POSITIVE
225240,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2013-05-18 16:26:48.225,96,2013,got pad thai yesterday done right noodle obviously cooked sauce good portion moderately priced,POSITIVE
227505,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,4,2017-07-22 02:32:55.173,97,2017,one best egg foo young dish area,POSITIVE
229721,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,3,2017-02-10 13:17:16.576,98,2017,fast friendly food ok quick meal,POSITIVE
230146,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2017-11-02 00:54:39.174,99,2017,excellent food service,POSITIVE
230435,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2018-02-14 19:30:08.552,100,2018,razor edge people love place great food selection staff always friendly helpful,POSITIVE
230970,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,3,2019-03-31 16:19:06.571,101,2019,nice people something smell inside,POSITIVE
231313,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,4,2017-09-21 16:54:27.688,102,2017,staff golden seven light always courteous friendly food really good area definitely stop,NEGATIVE
231785,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2019-08-08 21:47:42.032,103,2019,great service,POSITIVE
233591,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,3,2017-09-26 22:44:46.607,104,2017,good salt pepper calamari lemon pepper chicken,POSITIVE
233928,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,2,2017-08-01 16:48:43.266,105,2017,portion small pad thai blah coconut soup grossly sweetened restaurant clearly cutting corner save buck gross get much better quality money spot nearby,NEGATIVE
236170,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2019-03-07 04:11:42.769,106,2019,delicious,POSITIVE
236931,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,1,2018-01-01 00:19:13.671,108,2018,good,POSITIVE
239849,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,2,2009-09-10 17:38:13.465,109,2009,proof never go place offer cooking multiple region huge selection none done right worst pho ever eaten bland boring watery broth friend thai dish really thai contributed existential emptiness day,NEGATIVE
241499,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2012-09-14 20:26:35.856,111,2012,love place always order much food bc good,POSITIVE
250195,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,1,2019-03-09 23:09:09.804,112,2019,againthats say,NEGATIVE
254016,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,4,2017-10-01 01:29:24.385,115,2017,food pretty decent selection good also serve thai food think also serve kind asian food thai iced tea best ive ever,POSITIVE
254349,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2014-11-23 23:13:42.905,116,2014,good,POSITIVE
256377,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,4,2019-05-24 17:33:53.065,117,2019,best chinese spot area,POSITIVE
262721,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2016-07-17 00:07:51.845,118,2016,good food customer service every time,POSITIVE
263016,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,4,2018-02-23 09:47:54.278,119,2018,nice thai food,POSITIVE
267295,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,1,2018-12-11 13:40:44.299,120,2018,translated google like recommend much said excellent good finished eating severe stomach ache original gusto lo recomiendo tanta dijeron k era exelente k para mi sirbe ni abia terminado comer cuando dio un fuerte dolor de estomago,POSITIVE
278896,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,3,2017-09-25 00:54:10.731,122,2017,ok best,POSITIVE
280922,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2019-01-31 12:09:49.232,123,2019,good vietnamese thai chinese food buddy addison would often eat till food good head waiter became friend regular worked nearby would drop lunch time week liked chicken fried rice penang curry satay chicken lot chicken pho cure really bad cold seasonal georgia personally took several friend cold got cured time ate got vehicle ok service good atmosphere ambient happy time indeed moved far away changed job however go church street drop must try keep coming back,NEGATIVE
283274,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,3,2018-03-05 01:15:24.841,125,2018,consistent good,POSITIVE
284634,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,4,2018-03-14 23:29:53.467,126,2018,always thai curry always good rest food service slow lunch,POSITIVE
285386,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,3,2018-04-16 23:47:54.515,129,2018,expensive,NEGATIVE
306194,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2018-05-05 18:41:59.163,131,2018,service great like bring food bit time entree hot soup egg roll etc constantly served entertained hungry waiting everything come table staff courteous accommodating rating see keep good work golden seven cause matter u nit picky customer family enjoyed meal u ate good,POSITIVE
311704,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,4,2019-09-28 20:59:58.894,132,2019,good food good price,POSITIVE
319022,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2017-08-31 15:15:22.968,133,2017,since opened always great food friendly staff,POSITIVE
324758,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2017-05-19 16:47:47.708,134,2017,goto take delivery chinese food place year love food nice staff reasonable price personal favorite sesame chicken chicken skewer,POSITIVE
331234,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,3,2017-01-06 00:07:37.420,135,2017,food badpretty fast n convenient,NEGATIVE
337814,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,3,2014-10-01 20:15:44.420,137,2014,ok bad tried however delivery guy concerned tip numerous item left order food decent nothing preach maybe day going back chinese spot first impression failed u,NEGATIVE
340588,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,4,2017-09-22 13:42:12.423,138,2017,chicken really good thai iced tea refreshing extremely delicious,POSITIVE
341155,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2017-09-03 11:28:18.754,139,2017,pleasant staff tasty food even eat food allergy great selection,POSITIVE
342549,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2016-01-08 02:06:24.690,141,2016,since ive thai food even longer since ive good thai far best ive long time goto spot glad chose since brother never thai he hooked panang curry phenomenal ill definitely back,POSITIVE
346862,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,3,2016-09-08 23:52:37.898,142,2016,tom yum thai clear soup pretty good pad thai little light flavor still pretty good tom kha thai coconut soup absolutely oversweetened horribleunbelievable panang curry also light flavor still decent overalla decent place wont go blown away thai foodjust need thai dont want drive far integration grubhub good fast customer service,POSITIVE
346874,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2020-01-18 22:39:04.111,143,2020,great place always order go lot vegan option choose ive always able try something new never disappointed favorite dish yellow curry thai tea order creamer,POSITIVE
346875,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,4,2019-04-06 10:52:51.951,144,2019,go chinese thai restaurant fried rice good dont eat fried rice chinese restaurant ga since restaurant msg bad reaction found eat food super sick eating,NEGATIVE
346876,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2019-01-09 22:52:44.260,145,2019,best chinese around tried place definitely comparison girlfriend order every time ashame open tuesday,POSITIVE
346877,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2019-10-02 17:30:22.885,146,2019,panang curry cheese roll good food arrived hot early delivery,POSITIVE
346878,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,4,2019-01-09 10:49:43.573,147,2019,delicious always order shrimp fried rice general tso however spring roll panang chickenshrimp calamari good deliver customer service good surprisingly restaurant nice sit dinner one time went day row order wont regret,POSITIVE
346879,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2017-02-12 14:52:15.994,148,2017,grabbed take yesterday driving couldnt surprised finally chinese thai food area absolutely delicious definitely make go thank golden seven,POSITIVE
346880,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2019-05-15 21:20:16.980,149,2019,food good bubble tea smoothie good definitely recommend going,POSITIVE
346881,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2015-02-10 22:35:03.361,150,2015,authentic chinese american chinese classic made perfection wife chinese american love chinese fat noodle dish love golden phoenix dish dish proportion huge cooked perfect seasoning even deliver wife entrepreneur busy time hate cooking tired cook favorite dish call golden seven deliver always extremely happy food,POSITIVE
346882,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2014-10-13 01:17:04.609,151,2014,food great spicy thai fried rice dish basil sat alone bar hour closed sunday service bar great food came reasonably quick delicious ill definitely return,POSITIVE
346883,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2018-05-25 23:53:47.595,152,2018,love place food always great even though grubhub say take hour usually take minute,POSITIVE
346884,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2019-06-01 10:35:37.367,153,2019,good food excellent customer service,POSITIVE
346885,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,4,2017-02-04 00:55:26.679,154,2017,good food combination vietnamese thai chinese item menu price high side portion generous,POSITIVE
346886,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,4,2018-01-09 19:32:24.208,155,2018,pretty good pho need larger portion fast friendly clean,POSITIVE
346887,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,3,2017-03-28 12:28:47.722,156,2017,bad alli back several time,NEGATIVE
346888,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2018-03-10 02:29:37.146,157,2018,fantastic food awesome place eat,POSITIVE
346889,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,4,2017-08-12 00:48:28.607,158,2017,good stuff always consistantly good,POSITIVE
346890,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,4,2019-03-18 00:53:38.926,159,2019,good tasty dish,POSITIVE
346891,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,4,2018-01-02 22:54:40.031,160,2018,actually want give place star food good top good service sometimes bit spotty lunch portion bit small size usually panang curry,POSITIVE
346892,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2017-04-04 22:13:45.823,161,2017,love thai curry thai tea,POSITIVE
346893,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2017-01-13 00:47:33.110,162,2017,yummm hate didnt find sooner glad found accident,NEGATIVE
346894,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2017-04-06 18:00:14.601,163,2017,excellent food favorite lunch time place,POSITIVE
346895,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,3,2019-10-21 00:24:56.963,164,2019,ok chinese food,POSITIVE
346896,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2019-06-07 17:01:17.485,165,2019,good food,POSITIVE
346897,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2019-03-07 12:01:31.931,166,2019,love,POSITIVE
346898,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,1,2018-02-17 01:41:23.576,167,2018,bad service,NEGATIVE
346899,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2019-01-03 13:42:15.566,168,2019,always good food,POSITIVE
346900,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2018-05-17 20:12:32.624,169,2018,great food,POSITIVE
346901,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,3,2018-03-17 12:40:50.465,170,2018,good,POSITIVE
346902,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,3,2016-12-04 00:29:00.749,171,2016,chinese okay going back check thai menu,NEGATIVE
346903,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2014-11-14 17:31:02.082,172,2014,simply awesome,POSITIVE
346904,0x88f5bd2fcdc45b5d:0x9e497e61736a21df,5,2013-08-11 23:13:43.264,173,2013,best go chinese around,POSITIVE
2,0x88dd7cc5d4411133:0xf51cab6900e253ea,2,2021-04-04 22:41:21.759,190,2021,average food average price margarita little watered service terrible music played loud two four table inside moved outside wife moved across next could speak aside extra loud music went long way make easter sunday dinner enjoyable experience would choose italian greek restaurant plaza sr tequila future may want also,POSITIVE
3831,0x88dd7cc5d4411133:0xf51cab6900e253ea,5,2017-09-18 01:38:07.915,191,2017,drive well worth authentic mexican food,POSITIVE
6157,0x88dd7cc5d4411133:0xf51cab6900e253ea,3,2020-09-06 21:59:47.553,192,2020,food great service worse,NEGATIVE
8857,0x88dd7cc5d4411133:0xf51cab6900e253ea,5,2019-05-26 01:13:13.225,195,2019,food authentic ive ever delicious tequila selection definitely specialty top shelf margarita favorite thing get try different brand tequila ive time service sometimes food drink make,POSITIVE
14856,0x88dd7cc5d4411133:0xf51cab6900e253ea,5,2020-02-05 23:47:37.412,196,2020,great service delicious food server andrs polite great customer service definitely eat,POSITIVE
15406,0x88dd7cc5d4411133:0xf51cab6900e253ea,5,2018-03-09 23:20:09.459,197,2018,absolutely love place waitress,POSITIVE
19360,0x88dd7cc5d4411133:0xf51cab6900e253ea,1,2017-11-11 19:59:11.450,198,2017,horrible mexican restaurantthe employee seem like dont want margarita gross much sour mix food bland,NEGATIVE
19831,0x88dd7cc5d4411133:0xf51cab6900e253ea,5,2019-09-19 18:40:20.968,199,2019,chicken fajita nacho oh yeaaaa,NEGATIVE
20411,0x88dd7cc5d4411133:0xf51cab6900e253ea,2,2019-06-28 01:25:56.091,200,2019,impressed,POSITIVE
21021,0x88dd7cc5d4411133:0xf51cab6900e253ea,5,2019-08-25 13:10:09.113,201,2019,truly enjoyed experience restaurant service top notch atmosphere perfect steak chimichanga right amount cheese meat youre area youre looking quality mexican food place,POSITIVE
23371,0x88dd7cc5d4411133:0xf51cab6900e253ea,3,2018-03-10 20:41:33.423,202,2018,food good service could improve hard get attention waiter reluctant make eye contact check table see needed,NEGATIVE
23589,0x88dd7cc5d4411133:0xf51cab6900e253ea,5,2018-01-31 20:14:10.650,204,2018,great authentic mexican food cheap staff friendly,POSITIVE
23956,0x88dd7cc5d4411133:0xf51cab6900e253ea,5,2018-08-08 14:08:37.290,207,2018,translated google tremendous mariachi original tremendo mariachi,POSITIVE
24051,0x88dd7cc5d4411133:0xf51cab6900e253ea,5,2020-02-26 16:28:09.192,209,2020,really love mexican food,POSITIVE
26332,0x88dd7cc5d4411133:0xf51cab6900e253ea,5,2019-12-15 06:15:07.012,210,2019,authentic mexican food serverbartender fernando awesome attentive funny informative ordered queso dip good burrito drink awesome reasonably priced food drink apps come soon,POSITIVE
26690,0x88dd7cc5d4411133:0xf51cab6900e253ea,5,2018-12-07 21:33:17.367,211,2018,place,POSITIVE
26747,0x88dd7cc5d4411133:0xf51cab6900e253ea,4,2019-09-22 00:50:49.775,212,2019,good authentic taco,POSITIVE
28545,0x88dd7cc5d4411133:0xf51cab6900e253ea,2,2021-03-14 03:38:36.513,213,2021,margarita wonderful steak street taco inhaled tasty however fish taco come lettuce menu state cabbage slaw kitchen ran without telling customer used lettuce ate taco rice bean could eat fish lettuce taco paid plate may try thats big maybe,NEGATIVE
28546,0x88dd7cc5d4411133:0xf51cab6900e253ea,5,2021-06-05 01:02:51.255,214,2021,great place go fun food really tasty service top mariachi really get mood also expensive,POSITIVE
28547,0x88dd7cc5d4411133:0xf51cab6900e253ea,5,2021-05-06 14:49:38.790,215,2021,great atmosphere indoor outdoor dining small menu experience good thing thing well wife thoroughly enjoyed every bite definitely returning best mexican fare quite,POSITIVE
28548,0x88dd7cc5d4411133:0xf51cab6900e253ea,4,2021-03-28 01:23:51.142,216,2021,food awesome service lacking outdoor table metal rusted improve service sell drink highly recommend waiting get drink order food,POSITIVE
28549,0x88dd7cc5d4411133:0xf51cab6900e253ea,5,2020-12-21 19:16:28.854,217,2020,excellent staff service food delicious drink cold,POSITIVE
28550,0x88dd7cc5d4411133:0xf51cab6900e253ea,5,2020-09-05 00:50:52.696,218,2020,chip salsa good happy hour drink margarita place packed sat outside plenty cover help thunderstorm came margarita ok nacho casa larger taco salad wife burrito enchilada full meat,POSITIVE
28551,0x88dd7cc5d4411133:0xf51cab6900e253ea,1,2021-06-12 00:10:41.179,219,2021,restaurant busy however wife given one menu waited nearly hour time seated asked ready order food ok best waiter nice crowded space extremely loud everytime mixed drink made bar overpowered entire building even band,NEGATIVE
28552,0x88dd7cc5d4411133:0xf51cab6900e253ea,5,2021-01-26 23:02:07.448,220,2021,great mexican restaurant veggie fajita veggie right amount crispiness hint mexican husband chicken chumunga stated best he ever ended fried ice cream amazing service great food hot great atmosphere need one town,POSITIVE
